Property URL,MLS ID,Number of days on Zillow,Property price (USD),Zestimate (USD),Rent zestimate (USD per month),Tax assessed value (USD),Sold date (MM/DD/YYYY),Living area,Living area unit,Price per living area unit (USD),Lot/land area,Lot/land area unit,Price per lot/land area unit (USD),Bedrooms,Bathrooms,Broker name,Broker agent,Is owner occupied,Property owned by Zillow,Property unit number,Street address,City,Zip,State,Country,Latitude,Longitude,Listing Type
https://www.zillow.com/homedetails/603-West-St-APT-6-Pittsburgh-PA-15221/11341886_zpid/,,,16750,114300.0,1694,55100.0,05/23/2023,1149.0,sqft,14.58,324.0,sqft,51.7,2.0,2.0,,,No,No,Apt 6,603 West St APT 6,Pittsburgh,15221,PA,USA,40.442223,-79.89156,condos
https://www.zillow.com/homedetails/1987-Centurion-Dr-APT-110-Pittsburgh-PA-15221/164347156_zpid/,,,93000,94000.0,1234,62800.0,05/23/2023,819.0,sqft,113.55,,,,2.0,2.0,,,No,No,Apt 110,1987 Centurion Dr APT 110,Pittsburgh,15221,PA,USA,40.422863,-79.85321,condos
https://www.zillow.com/homedetails/55-Highland-Rd-APT-105-Bethel-Park-PA-15102/11431995_zpid/,,,120000,121300.0,950,76800.0,05/22/2023,,,,,,,1.0,1.0,,Judith Hlister,No,No,Apt 105,55 Highland Rd APT 105,Bethel Park,15102,PA,USA,40.34962,-80.04704,condos
https://www.zillow.com/homedetails/604-Mulberry-St-Sewickley-PA-15143/81843716_zpid/,,,95807,149400.0,1013,46900.0,05/22/2023,574.0,sqft,166.91,604.0,sqft,158.62,1.0,1.0,,,No,No,,604 Mulberry St,Sewickley,15143,PA,USA,40.539654,-80.17758,condos
https://www.zillow.com/homedetails/4003-Charlemagne-Cir-Pittsburgh-PA-15237/11522714_zpid/,,,115000,116300.0,974,66000.0,05/19/2023,670.0,sqft,171.64,26.14,sqft,4400.06,1.0,1.0,,Jeffrey Hrapla,No,No,,4003 Charlemagne Cir,Pittsburgh,15237,PA,USA,40.544548,-80.01712,condos
https://www.zillow.com/homedetails/423-Forest-Green-Dr-Coraopolis-PA-15108/11552242_zpid/,,,124000,125400.0,1500,60300.0,05/19/2023,1125.0,sqft,110.22,387.68,sqft,319.85,2.0,2.0,,Lori Baden,No,No,,423 Forest Green Dr,Coraopolis,15108,PA,USA,40.509212,-80.21447,condos
https://www.zillow.com/homedetails/595-Calais-Dr-APT-318-Pittsburgh-PA-15237/11589643_zpid/,,,103000,104400.0,974,62900.0,05/12/2023,,,,,,,1.0,1.0,,Tracy Harris,No,No,Apt 318,595 Calais Dr APT 318,Pittsburgh,15237,PA,USA,40.566864,-80.05396,condos
https://www.zillow.com/homedetails/1400-Smokey-Wood-Dr-APT-711-Pittsburgh-PA-15218/11382473_zpid/,,,120000,121900.0,1264,68000.0,05/11/2023,1020.0,sqft,117.65,121.97,sqft,983.86,2.0,2.0,,Michele Trabbold,No,No,Apt 711,1400 Smokey Wood Dr APT 711,Pittsburgh,15218,PA,USA,40.42462,-79.87635,condos
https://www.zillow.com/homedetails/1018-Thornberry-Dr-Pittsburgh-PA-15237/11409492_zpid/,,,110000,111600.0,974,68400.0,05/09/2023,660.0,sqft,166.67,500.94,sqft,219.59,1.0,2.0,,Vince Schmidt,No,No,,1018 Thornberry Dr,Pittsburgh,15237,PA,USA,40.516663,-79.99228,condos
https://www.zillow.com/homedetails/1001-Grandview-Ave-APT-707-Bridgeville-PA-15017/11434445_zpid/,,,40000,40600.0,950,51200.0,05/09/2023,753.0,sqft,53.12,1.05,acres,38095.24,1.0,1.0,,,No,No,Apt 707,1001 Grandview Ave APT 707,Bridgeville,15017,PA,USA,40.35342,-80.10545,condos
https://www.zillow.com/homedetails/1400-Smokey-Wood-Dr-APT-701-Pittsburgh-PA-15218/11382398_zpid/,,,118000,119800.0,1232,72500.0,05/05/2023,1120.0,sqft,105.36,135.04,sqft,873.84,2.0,2.0,,Shawn Hannegan,No,No,Apt 701,1400 Smokey Wood Dr APT 701,Pittsburgh,15218,PA,USA,40.42462,-79.87635,condos
https://www.zillow.com/homedetails/605-Calais-Dr-APT-106-Pittsburgh-PA-15237/2077630350_zpid/,,,88000,134300.0,1150,,11/30/2020,,,,,,,1.0,1.0,,,No,No,Apt 106,605 Calais Dr APT 106,Pittsburgh,15237,PA,USA,40.56685,-80.05451,condos
https://www.zillow.com/homedetails/205-Coraopolis-Rd-APT-1-Coraopolis-PA-15108/164265637_zpid/,,,110000,103600.0,1145,69700.0,05/05/2023,919.0,sqft,119.7,,,,2.0,1.0,,Don Boyle,No,No,Apt 1,205 Coraopolis Rd APT 1,Coraopolis,15108,PA,USA,40.499454,-80.112045,condos
https://www.zillow.com/homedetails/555-Sloop-Rd-APT-18-Pittsburgh-PA-15237/11589526_zpid/,,,125000,126900.0,974,63200.0,05/04/2023,751.0,sqft,166.44,609.84,sqft,204.97,1.0,1.0,,Mary Jane DiMartino,No,No,Apt 18,555 Sloop Rd APT 18,Pittsburgh,15237,PA,USA,40.56608,-80.05518,condos
https://www.zillow.com/homedetails/3-Hiland-Valley-Dr-APT-305-Pittsburgh-PA-15229/11482239_zpid/,,,97000,98500.0,966,60000.0,05/03/2023,790.0,sqft,122.78,,,,1.0,1.0,,Lisa Corbett,No,No,Apt 305,3 Hiland Valley Dr APT 305,Pittsburgh,15229,PA,USA,40.53184,-80.03819,condos
